Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,283.5400085449219,286.05999755859375,277.5,279.80999755859375,278.5620422363281,76100
2023-01-04,282.2900085449219,283.55999755859375,278.5899963378906,281.92999267578125,280.672607421875,36400
2023-01-05,279.6600036621094,279.6600036621094,275.7200012207031,275.9800109863281,274.7491455078125,32300
2023-01-06,278.6300048828125,284.6499938964844,274.57000732421875,283.7099914550781,282.44464111328125,39600
2023-01-09,286.42999267578125,292.2699890136719,286.42999267578125,287.32000732421875,286.0385437011719,47500
2023-01-10,285.6099853515625,289.8399963378906,285.6099853515625,289.8399963378906,288.5473327636719,19100
2023-01-11,290.5799865722656,295.5899963378906,290.5799865722656,295.57000732421875,294.25177001953125,77800
2023-01-12,296.9700012207031,298.6000061035156,291.989990234375,297.739990234375,296.4120788574219,43100
2023-01-13,294.3800048828125,299.79998779296875,294.3800048828125,299.5199890136719,298.18414306640625,22100
2023-01-17,299.54998779296875,301.2200012207031,298.05999755859375,299.8800048828125,298.54254150390625,47200
2023-01-18,301.94000244140625,303.6099853515625,296.1700134277344,296.1700134277344,294.8490905761719,55100
2023-01-19,293.760009765625,295.5299987792969,292.010009765625,293.2099914550781,291.90228271484375,26700
2023-01-20,295.8699951171875,302.57000732421875,295.8699951171875,302.5400085449219,301.190673828125,38600
2023-01-23,304.04998779296875,310.5,303.1300048828125,309.8699951171875,308.4880065917969,113400
2023-01-24,309.4200134277344,309.8599853515625,306.9800109863281,308.04998779296875,306.6761169433594,31500
2023-01-25,302.67999267578125,307.6400146484375,299.80999755859375,307.260009765625,305.8896179199219,28100
2023-01-26,310.95001220703125,312.6600036621094,307.3699951171875,312.6600036621094,311.2655029296875,63700
2023-01-27,310.6000061035156,316.8599853515625,310.6000061035156,315.20001220703125,313.794189453125,23400
2023-01-30,311.3299865722656,312.75,308.6000061035156,308.75,307.3729553222656,23200
2023-01-31,308.80999755859375,313.8999938964844,308.80999755859375,313.8900146484375,312.4900817871094,41200
2023-02-01,313.4599914550781,324.0899963378906,312.4200134277344,321.67999267578125,320.2453308105469,59800
2023-02-02,330.67999267578125,337.17999267578125,329.7900085449219,334.7799987792969,333.2868957519531,42600
2023-02-03,325.8699951171875,334.32000732421875,325.5,327.4700012207031,326.009521484375,36700
2023-02-06,323.3999938964844,326.1099853515625,322.2799987792969,323.30999755859375,321.8680419921875,37800
2023-02-07,323.3599853515625,331.6000061035156,322.6400146484375,330.510009765625,329.0359191894531,36800
2023-02-08,328.6000061035156,329.42999267578125,323.6499938964844,323.9200134277344,322.475341796875,11900
2023-02-09,328.04998779296875,328.04998779296875,319.7200012207031,320.9100036621094,319.4787902832031,13600
2023-02-10,318.0299987792969,320.17999267578125,316.07000732421875,317.79998779296875,316.382568359375,56700
2023-02-13,319.4700012207031,322.8999938964844,318.9599914550781,322.6600036621094,321.220947265625,10000
2023-02-14,321.4599914550781,326.0199890136719,319.0299987792969,324.7900085449219,323.3414611816406,31900
2023-02-15,322.6700134277344,327.44000244140625,322.6700134277344,327.4200134277344,325.9596862792969,13900
2023-02-16,322.30999755859375,325.7900085449219,321.0899963378906,321.2300109863281,319.7973327636719,28400
2023-02-17,319.3800048828125,319.3800048828125,314.1400146484375,317.0799865722656,315.6658020019531,15300
2023-02-21,312.510009765625,314.7900085449219,309.3599853515625,309.55999755859375,308.1793518066406,28300
2023-02-22,310.1499938964844,311.6300048828125,308.32000732421875,309.6099853515625,308.2291259765625,35400
2023-02-23,314.7900085449219,314.9700012207031,309.1000061035156,313.4800109863281,312.0819091796875,27100
2023-02-24,308.05999755859375,308.5400085449219,306.05999755859375,308.239990234375,306.865234375,37700
2023-02-27,311.1199951171875,311.2900085449219,308.80999755859375,309.29998779296875,307.92047119140625,31000
2023-02-28,308.4800109863281,312.20001220703125,308.4800109863281,309.7900085449219,308.4083251953125,144400
2023-03-01,309.4599914550781,310.6499938964844,306.80999755859375,307.54998779296875,306.1783142089844,13200
2023-03-02,306.2300109863281,311.17999267578125,305.57000732421875,310.989990234375,309.60296630859375,10600
2023-03-03,312.6700134277344,317.80999755859375,312.6700134277344,317.80999755859375,316.392578125,204800
2023-03-06,319.510009765625,322.7200012207031,317.9599914550781,318.20001220703125,316.7808532714844,65700
2023-03-07,318.0899963378906,319.6000061035156,314.0,314.4100036621094,313.00775146484375,12700
2023-03-08,314.8500061035156,317.3599853515625,313.69000244140625,316.9700012207031,315.5563049316406,16500
2023-03-09,316.9800109863281,320.5899963378906,311.20001220703125,311.20001220703125,309.8120422363281,17400
2023-03-10,310.6499938964844,311.3399963378906,304.0799865722656,304.92999267578125,303.57000732421875,22900
2023-03-13,302.30999755859375,309.55999755859375,300.0,306.1300048828125,304.7646484375,40100
2023-03-14,311.0799865722656,314.3900146484375,309.82000732421875,314.07000732421875,312.66925048828125,23000
2023-03-15,309.67999267578125,314.5400085449219,308.9700012207031,314.489990234375,313.0873718261719,55000
2023-03-16,313.2099914550781,324.0299987792969,313.2099914550781,323.9800109863281,322.5350646972656,32900
2023-03-17,323.510009765625,325.3500061035156,321.3800048828125,322.2300109863281,320.7928466796875,27200
2023-03-20,321.989990234375,323.4700012207031,319.54998779296875,322.92999267578125,321.4897155761719,44400
2023-03-21,325.3299865722656,328.9200134277344,324.2099914550781,328.3900146484375,326.9254150390625,41000
2023-03-22,328.57000732421875,333.67999267578125,323.6400146484375,323.6400146484375,322.1965637207031,56100
2023-03-23,327.1300048828125,332.30999755859375,325.510009765625,328.30999755859375,327.1914978027344,35600
2023-03-24,326.9800109863281,328.05999755859375,324.8500061035156,328.04998779296875,326.932373046875,10400
2023-03-27,329.04998779296875,329.6499938964844,325.2200012207031,326.05999755859375,324.9491271972656,20000
2023-03-28,325.0400085449219,325.0400085449219,322.0,324.07000732421875,322.9659423828125,21500
2023-03-29,328.0899963378906,330.8399963378906,327.7699890136719,330.3999938964844,329.2743835449219,22900
2023-03-30,332.8299865722656,334.5,332.1499938964844,333.6700134277344,332.53326416015625,13800
2023-03-31,333.92999267578125,339.3599853515625,333.92999267578125,339.32000732421875,338.16400146484375,50100
2023-04-03,336.6300048828125,338.9100036621094,335.7799987792969,338.82000732421875,337.6656799316406,21900
2023-04-04,339.7300109863281,340.1700134277344,336.4700012207031,337.4599914550781,336.310302734375,20700
2023-04-05,335.9800109863281,335.9800109863281,331.2300109863281,333.0,331.8655090332031,45500
2023-04-06,330.6099853515625,335.54998779296875,329.4700012207031,335.25,334.10784912109375,21300
2023-04-10,332.0899963378906,335.3999938964844,331.0,335.3999938964844,334.25732421875,20900
2023-04-11,335.44000244140625,335.44000244140625,332.8500061035156,333.2200012207031,332.0847473144531,10100
2023-04-12,335.54998779296875,335.54998779296875,330.2300109863281,330.3500061035156,329.22454833984375,12700
2023-04-13,332.55999755859375,337.6199951171875,332.55999755859375,337.1300048828125,335.9814453125,12400
2023-04-14,335.3699951171875,338.8800048828125,333.6099853515625,336.6300048828125,335.4831237792969,12600
2023-04-17,335.25,336.8999938964844,334.3599853515625,336.69000244140625,335.54290771484375,13900
2023-04-18,339.1099853515625,339.4700012207031,335.989990234375,337.07000732421875,335.9216613769531,13900
2023-04-19,334.1199951171875,336.44000244140625,333.6099853515625,336.010009765625,334.8652648925781,13000
2023-04-20,333.5199890136719,336.8299865722656,332.9800109863281,334.2099914550781,333.0713806152344,13900
